variant,brand,notes,image url
Rhubarb Eau de Toilette,Comme des Garcons: Sherbet,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 854, ""nama"": ""rhubarb""}, {""id"": 2879, ""nama"": ""litchee (aka lychee)""}, {""id"": 2880, ""nama"": ""orchid sap""}, {""id"": 2881, ""nama"": ""cognassier flower""}, {""id"": 994, ""nama"": ""vanilla cream""}, {""id"": 2620, ""nama"": ""wenge""}]",https://static.luckyscent.com/images/products/22001.jpg?width=400&404=product.png
Peppermint Eau de Toilette,Comme des Garcons: Sherbet,"[{""id"": 2882, ""nama"": ""curly mint""}, {""id"": 190, ""nama"": ""peppermint""}, {""id"": 2235, ""nama"": ""bay rose""}, {""id"": 672, ""nama"": ""white pepper""}, {""id"": 86, ""nama"": ""cardamom""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/22002.jpg?width=400&404=product.png
Honour Man Eau de Parfum,Amouage,"[{""id"": 24, ""nama"": ""pink pepper""}, {""id"": 58, ""nama"": ""black pepper""}, {""id"": 7, ""nama"": ""geranium""}, {""id"": 54, ""nama"": ""elemi""}, {""id"": 57, ""nama"": ""nutmeg""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 9, ""nama"": ""frankincense""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/41824.jpg?width=400&404=product.png
Honour Woman Eau de Parfum,Amouage,"[{""id"": 152, ""nama"": ""pepper""}, {""id"": 854, ""nama"": ""rhubarb""}, {""id"": 14, ""nama"": ""coriander""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 99, ""nama"": ""tuberose""}, {""id"": 88, ""nama"": ""gardenia""}, {""id"": 28, ""nama"": ""lily of the valley""}, {""id"": 332, ""nama"": ""carnation""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 9, ""nama"": ""frankincense""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 89, ""nama"": ""opoponax""}, {""id"": 26, ""nama"": ""leather""}]",https://static.luckyscent.com/images/products/41831.jpg?width=400&404=product.png
Pardon Parfum Extrait,Nasomatto,,https://static.luckyscent.com/images/products/41011.jpg?width=400&404=product.png
Oudh Osmanthus Eau de Parfum,Mona di Orio,"[{""id"": 2883, ""nama"": ""elimi phillipines""}, {""id"": 2884, ""nama"": ""green mandarin from calabre""}, {""id"": 2885, ""nama"": ""petitgrain paraguay""}, {""id"": 1795, ""nama"": ""patchouli indonesia""}, {""id"": 2886, ""nama"": ""absolu osmanthus china""}, {""id"": 2887, ""nama"": ""nagarmotha india""}, {""id"": 2888, ""nama"": ""cedarwood from atlas""}, {""id"": 2889, ""nama"": ""essential oil oudh laos""}, {""id"": 187, ""nama"": ""musc""}, {""id"": 537, ""nama"": ""amber gris""}]",https://static.luckyscent.com/images/products/51716.jpg?width=400&404=product.png
Back to Black Eau de Parfum - ...,By Kilian,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 120, ""nama"": ""raspberry""}, {""id"": 1329, ""nama"": ""blue chamomile""}, {""id"": 86, ""nama"": ""cardamom""}, {""id"": 14, ""nama"": ""coriander""}, {""id"": 67, ""nama"": ""saffron""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 36, ""nama"": ""almond""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 186, ""nama"": ""cistus labdanum""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 621, ""nama"": ""oakmoss.""}]",https://static.luckyscent.com/images/products/42522.jpg?width=400&404=product.png
Aqua Universalis Forte Eau de Parfum,Maison Francis Kurkdjian,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 2890, ""nama"": ""sicilian citron""}, {""id"": 2891, ""nama"": ""bouquet of white flowers""}, {""id"": 2892, ""nama"": ""absolutes of egyptian jasmin flowers and moroccan roses""}, {""id"": 2893, ""nama"": ""light woods.""}]",https://static.luckyscent.com/images/products/49824.jpg?width=400&404=product.png
1861 - Renaissance Eau de Parfum,Xerjoff,"[{""id"": 2894, ""nama"": ""bergamont""}, {""id"": 262, ""nama"": ""mandarin""}, {""id"": 174, ""nama"": ""lime""}, {""id"": 2895, ""nama"": ""and petitgrain""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 28, ""nama"": ""lily of the valley""}, {""id"": 380, ""nama"": ""mint""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 640, ""nama"": ""amber and musk.""}]",https://static.luckyscent.com/images/products/51125.jpg?width=400&404=product.png
Black Jade Eau de Parfum,Lubin,"[{""id"": 97, ""nama"": ""galbanum""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 86, ""nama"": ""cardamom""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 64, ""nama"": ""cinnamon""}, {""id"": 584, ""nama"": ""indian sandalwood""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 31, ""nama"": ""amber""}]",https://static.luckyscent.com/images/products/31214.jpg?width=400&404=product.png
Tubereuse - Les Nombres d'Or Eau de Parfum,Mona di Orio,"[{""id"": 24, ""nama"": ""pink pepper""}, {""id"": 2896, ""nama"": ""bergamot from calabria""}, {""id"": 932, ""nama"": ""green leaves""}, {""id"": 2768, ""nama"": ""indian tuberose absolute""}, {""id"": 1232, ""nama"": ""siamese benzoin""}, {""id"": 44, ""nama"": ""heliotrope""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 119, ""nama"": ""coconut milk""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/51719.jpg?width=400&404=product.png
Vanille - Les Nombres d'Or Eau de Parfum,Mona di Orio,"[{""id"": 986, ""nama"": ""brazilian orange""}, {""id"": 2897, ""nama"": ""indonesian cloves""}, {""id"": 897, ""nama"": ""petit grain""}, {""id"": 2898, ""nama"": ""rum extract""}, {""id"": 1934, ""nama"": ""bourbon vetiver""}, {""id"": 15, ""nama"": ""ylang-ylang""}, {""id"": 584, ""nama"": ""indian sandalwood""}, {""id"": 696, ""nama"": ""gaiac wood""}, {""id"": 2899, ""nama"": ""vanilla absolute from madagascar""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 142, ""nama"": ""tonka bean""}]",https://static.luckyscent.com/images/products/51720.jpg?width=400&404=product.png
Vetyver - Les Nombres d'Or Eau de Parfum,Mona di Orio,"[{""id"": 740, ""nama"": ""blue ginger""}, {""id"": 110, ""nama"": ""grapefruit""}, {""id"": 57, ""nama"": ""nutmeg""}, {""id"": 2900, ""nama"": ""vetyver from bourbon""}, {""id"": 2901, ""nama"": ""ciste labdanum""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 2902, ""nama"": ""absolute sage.""}]",https://static.luckyscent.com/images/products/51721.jpg?width=400&404=product.png
Dark Aoud Eau de Parfum,Montale,"[{""id"": 584, ""nama"": ""indian sandalwood""}, {""id"": 75, ""nama"": ""oud""}, {""id"": 58, ""nama"": ""black pepper""}, {""id"": 67, ""nama"": ""saffron""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 643, ""nama"": ""teak""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 791, ""nama"": ""grey amber""}]",https://static.luckyscent.com/images/products/35467.jpg?width=400&404=product.png
Hippie Rose Eau de Parfum,HEELEY,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 2903, ""nama"": ""green moss""}, {""id"": 151, ""nama"": ""bulgarian rose""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 170, ""nama"": ""haitian vetiver""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/31518.jpg?width=400&404=product.png
Gin Fizz Eau de Toilette,Lubin,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 172, ""nama"": ""lemon""}, {""id"": 262, ""nama"": ""mandarin""}, {""id"": 914, ""nama"": ""juniper berry""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 97, ""nama"": ""galbanum""}, {""id"": 317, ""nama"": ""orange blossom""}, {""id"": 251, ""nama"": ""rose absolute""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 761, ""nama"": ""lily""}, {""id"": 102, ""nama"": ""benzoin""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 580, ""nama"": ""oak moss""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/31213.jpg?width=400&404=product.png
Absolu de Vanille,La Maison de la  Vanille,"[{""id"": 2904, ""nama"": ""absolute vanilla""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 102, ""nama"": ""benzoin""}, {""id"": 89, ""nama"": ""opoponax""}, {""id"": 2905, ""nama"": ""absolute tonka bean""}, {""id"": 2906, ""nama"": ""cistus labadanum""}]",https://static.luckyscent.com/images/products/16518.jpg?width=400&404=product.png
White Gardenia Petals Eau de Parfum,Illuminum,,https://static.luckyscent.com/images/products/54100.jpg?width=400&404=product.png
Pure eVe Eau de Parfum,The Different Company,"[{""id"": 2907, ""nama"": ""evanescent musk""}, {""id"": 2908, ""nama"": ""light wind""}, {""id"": 2909, ""nama"": ""linen flower""}, {""id"": 323, ""nama"": ""white rose""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 2910, ""nama"": ""calisson""}]",https://static.luckyscent.com/images/products/25332.jpg?width=400&404=product.png
Love Eau de Parfum,By Kilian,"[{""id"": 2911, ""nama"": ""bergamot calabria""}, {""id"": 200, ""nama"": ""tunisian neroli""}, {""id"": 2912, ""nama"": ""pink pepper berries""}, {""id"": 14, ""nama"": ""coriander""}, {""id"": 40, ""nama"": ""honeysuckle""}, {""id"": 38, ""nama"": ""orange flower""}, {""id"": 2913, ""nama"": ""orange water""}, {""id"": 707, ""nama"": ""egyptian jasmine absolute""}, {""id"": 151, ""nama"": ""bulgarian rose""}, {""id"": 2914, ""nama"": ""iris butter absolute""}, {""id"": 2915, ""nama"": ""caramelized sugar""}, {""id"": 999, ""nama"": ""vanilla absolute""}, {""id"": 115, ""nama"": ""labdanum""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/42500.jpg?width=400&404=product.png
Liaisons Dangereuses Eau de Parfum,By Kilian,"[{""id"": 2916, ""nama"": ""coconut flesh""}, {""id"": 2917, ""nama"": ""prune absolute""}, {""id"": 310, ""nama"": ""plum""}, {""id"": 2719, ""nama"": ""blackcurrant buds absolute""}, {""id"": 2918, ""nama"": ""crystallized peach""}, {""id"": 2919, ""nama"": ""cinnamon bark oil""}, {""id"": 2920, ""nama"": ""ambrette seeds absolute""}, {""id"": 2921, ""nama"": ""rose damascus""}, {""id"": 2302, ""nama"": ""geranium bourbon""}, {""id"": 2922, ""nama"": ""australian sandalwood oil""}, {""id"": 2923, ""nama"": ""oakmoss extract""}, {""id"": 2924, ""nama"": ""vetiver java oil""}, {""id"": 2925, ""nama"": ""clear woods""}, {""id"": 2926, ""nama"": ""vanilla extract""}, {""id"": 221, ""nama"": ""white musks""}]",https://static.luckyscent.com/images/products/42502.jpg?width=400&404=product.png
Straight to Heaven Eau de Parfum - ...,By Kilian,"[{""id"": 2927, ""nama"": ""martinican rum absolute""}, {""id"": 2928, ""nama"": ""dried fruits accord""}, {""id"": 2929, ""nama"": ""javanese nutmeg oil""}, {""id"": 183, ""nama"": ""hedione""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 385, ""nama"": ""indonesian patchouli oil""}, {""id"": 264, ""nama"": ""ambergris""}, {""id"": 999, ""nama"": ""vanilla absolute""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/42505.jpg?width=400&404=product.png
Week-end Eau de Toilette,PARFUMS DE NICOLAI,"[{""id"": 202, ""nama"": ""italian bergamot""}, {""id"": 897, ""nama"": ""petit grain""}, {""id"": 97, ""nama"": ""galbanum""}, {""id"": 28, ""nama"": ""lily of the valley""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 107, ""nama"": ""mimosa""}, {""id"": 152, ""nama"": ""pepper""}, {""id"": 24, ""nama"": ""pink pepper""}, {""id"": 84, ""nama"": ""clove""}, {""id"": 2930, ""nama"": ""oakmoss absolute and styrax balm.""}]",https://static.luckyscent.com/images/products/31339.jpg?width=400&404=product.png
Vittoria Apuana Eau de Parfum,Profumi del Forte,"[{""id"": 2931, ""nama"": ""sweet brazilian orange""}, {""id"": 2214, ""nama"": ""sicilian mandarin""}, {""id"": 341, ""nama"": ""coconut""}, {""id"": 517, ""nama"": ""tahitian gardenia""}, {""id"": 440, ""nama"": ""banana""}, {""id"": 2932, ""nama"": ""madagascan vanilla""}, {""id"": 31, ""nama"": ""amber""}]",https://static.luckyscent.com/images/products/53600.jpg?width=400&404=product.png
Tirrenico Eau de Parfum,Profumi del Forte,"[{""id"": 2933, ""nama"": ""marine accords""}, {""id"": 2934, ""nama"": ""bitter sicilian orange""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 645, ""nama"": ""egyptian jasmine""}, {""id"": 2935, ""nama"": ""philippine elemi oil""}, {""id"": 182, ""nama"": ""basil""}, {""id"": 580, ""nama"": ""oak moss""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/53601.jpg?width=400&404=product.png
Versilia Aurum Eau de Parfum,Profumi del Forte,"[{""id"": 180, ""nama"": ""orange""}, {""id"": 212, ""nama"": ""strawberry""}, {""id"": 310, ""nama"": ""plum""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 99, ""nama"": ""tuberose""}, {""id"": 28, ""nama"": ""lily of the valley""}, {""id"": 44, ""nama"": ""heliotrope""}, {""id"": 606, ""nama"": ""orchid""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 2936, ""nama"": ""perù balsam""}, {""id"": 2937, ""nama"": ""tolù balsam""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 149, ""nama"": ""white musk""}, {""id"": 791, ""nama"": ""grey amber""}]",https://static.luckyscent.com/images/products/53608.jpg?width=400&404=product.png
Versilia Vintage Ambra Mediterranea Eau de Parfum,Profumi del Forte,"[{""id"": 180, ""nama"": ""orange""}, {""id"": 14, ""nama"": ""coriander""}, {""id"": 15, ""nama"": ""ylang-ylang""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 791, ""nama"": ""grey amber""}, {""id"": 2938, ""nama"": ""benzoin from siam""}, {""id"": 535, ""nama"": ""tolu balsam""}, {""id"": 614, ""nama"": ""cedar wood""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/53609.jpg?width=400&404=product.png
Battito d'ali Eau de Parfum,Profumum,"[{""id"": 2939, ""nama"": ""cocoa poudre""}, {""id"": 317, ""nama"": ""orange blossom""}, {""id"": 10, ""nama"": ""myrrh""}, {""id"": 30, ""nama"": ""vanilla""}]",https://static.luckyscent.com/images/products/33930.jpg?width=400&404=product.png
Arso Eau de Parfum,Profumum,"[{""id"": 26, ""nama"": ""leather""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 2001, ""nama"": ""pine resin""}, {""id"": 2307, ""nama"": ""cedar leaves""}]",https://static.luckyscent.com/images/products/33931.jpg?width=400&404=product.png
Fougere Royale Eau de Parfum,Houbigant,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 2940, ""nama"": ""mediterranean herbs""}, {""id"": 3, ""nama"": ""lavender""}, {""id"": 858, ""nama"": ""chamomile""}, {""id"": 2941, ""nama"": ""rondeletia""}, {""id"": 7, ""nama"": ""geranium""}, {""id"": 72, ""nama"": ""rose de mai""}, {""id"": 64, ""nama"": ""cinnamon""}, {""id"": 332, ""nama"": ""carnation""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 34, ""nama"": ""oakmoss""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 476, ""nama"": ""clary sage""}]",https://static.luckyscent.com/images/products/53400.jpg?width=400&404=product.png
La Belle Helene Eau de Parfum,Parfums MDCI,"[{""id"": 2942, ""nama"": ""pear accord""}, {""id"": 192, ""nama"": ""aldehydes""}, {""id"": 23, ""nama"": ""tangerine""}, {""id"": 2943, ""nama"": ""lime blossom""}, {""id"": 823, ""nama"": ""rose essence""}, {""id"": 348, ""nama"": ""osmanthus absolute""}, {""id"": 2944, ""nama"": ""ylang-ylang madagascar""}, {""id"": 543, ""nama"": ""orris butter""}, {""id"": 737, ""nama"": ""hawthorn""}, {""id"": 2945, ""nama"": ""mirabelle plum""}, {""id"": 10, ""nama"": ""myrrh""}, {""id"": 2946, ""nama"": ""vetiver haiti""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 2947, ""nama"": ""cedar virginia""}, {""id"": 31, ""nama"": ""amber""}, {""id"": 2764, ""nama"": ""oak moss absolute""}, {""id"": 221, ""nama"": ""white musks""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 2948, ""nama"": ""licorice wood.""}]",https://static.luckyscent.com/images/products/36511.jpg?width=400&404=product.png
Antonia Parfum Extrait,Puredistance,"[{""id"": 8, ""nama"": ""jasmine""}, {""id"": 823, ""nama"": ""rose essence""}, {""id"": 79, ""nama"": ""ylang ylang""}, {""id"": 166, ""nama"": ""orris""}, {""id"": 2949, ""nama"": ""ivy greens""}, {""id"": 2950, ""nama"": ""galbanumb""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 2172, ""nama"": ""vetiver.""}]",https://static.luckyscent.com/images/products/53000.jpg?width=400&404=product.png
M Parfum Extrait,Puredistance,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 172, ""nama"": ""lemon""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 342, ""nama"": ""jasmin""}, {""id"": 64, ""nama"": ""cinnamon""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 333, ""nama"": ""moss""}, {""id"": 167, ""nama"": ""cistus""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/53001.jpg?width=400&404=product.png
1 Parfum Extrait,Puredistance,"[{""id"": 2951, ""nama"": ""fresh tangerine blossom""}, {""id"": 248, ""nama"": ""cassis""}, {""id"": 2489, ""nama"": ""neroli bigarade""}, {""id"": 6, ""nama"": ""magnolia""}, {""id"": 2770, ""nama"": ""rose wardia""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 2952, ""nama"": ""natural mimosa""}, {""id"": 1652, ""nama"": ""sweet amber""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 149, ""nama"": ""white musk""}]",https://static.luckyscent.com/images/products/53002.jpg?width=400&404=product.png
Vanille Insensee Cologne Absolue,Atelier Cologne,"[{""id"": 174, ""nama"": ""lime""}, {""id"": 473, ""nama"": ""cedrat""}, {""id"": 14, ""nama"": ""coriander""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 580, ""nama"": ""oak moss""}, {""id"": 766, ""nama"": ""madagascar vanilla""}, {""id"": 2953, ""nama"": ""oak wood""}, {""id"": 31, ""nama"": ""amber""}]",https://static.luckyscent.com/images/products/51006.jpg?width=400&404=product.png
Knize Ten Golden Edition Eau de Toilette,Knize,"[{""id"": 329, ""nama"": ""petitgrain""}, {""id"": 180, ""nama"": ""orange""}, {""id"": 164, ""nama"": ""rosemary""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 172, ""nama"": ""lemon""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 7, ""nama"": ""geranium""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 332, ""nama"": ""carnation""}, {""id"": 64, ""nama"": ""cinnamon""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 264, ""nama"": ""ambergris""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 333, ""nama"": ""moss""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 59, ""nama"": ""castoreum""}]",https://static.luckyscent.com/images/products/52701.jpg?width=400&404=product.png
Two Eau de Toilette,Knize,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 172, ""nama"": ""lemon""}, {""id"": 329, ""nama"": ""petitgrain""}, {""id"": 261, ""nama"": ""green notes""}, {""id"": 97, ""nama"": ""galbanum""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 27, ""nama"": ""violet""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 332, ""nama"": ""carnation""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 192, ""nama"": ""aldehydes""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 333, ""nama"": ""moss""}, {""id"": 142, ""nama"": ""tonka bean""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 264, ""nama"": ""ambergris""}]",https://static.luckyscent.com/images/products/52703.jpg?width=400&404=product.png
XJ Damarose Eau de Parfum,Xerjoff,,https://static.luckyscent.com/images/products/51118.jpg?width=400&404=product.png
Mediterraneo Eau de Parfum,Carthusia,"[{""id"": 2201, ""nama"": ""citric notes""}, {""id"": 144, ""nama"": ""lemon leaves""}, {""id"": 495, ""nama"": ""green tea""}]",https://static.luckyscent.com/images/products/52900.jpg?width=400&404=product.png
Ligea La Sirena Eau de Parfum,Carthusia,"[{""id"": 23, ""nama"": ""tangerine""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 903, ""nama"": ""powdery notes""}]",https://static.luckyscent.com/images/products/52902.jpg?width=400&404=product.png
Fiori di Capri Eau de Parfum,Carthusia,"[{""id"": 332, ""nama"": ""carnation""}, {""id"": 28, ""nama"": ""lily of the valley""}, {""id"": 15, ""nama"": ""ylang-ylang""}, {""id"": 34, ""nama"": ""oakmoss""}, {""id"": 264, ""nama"": ""ambergris""}, {""id"": 32, ""nama"": ""sandalwood""}]",https://static.luckyscent.com/images/products/52903.jpg?width=400&404=product.png
Aria di Capri Eau de Parfum,Carthusia,"[{""id"": 140, ""nama"": ""peach""}, {""id"": 945, ""nama"": ""fruity notes""}, {""id"": 107, ""nama"": ""mimosa""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 2954, ""nama"": ""bay laurel""}]",https://static.luckyscent.com/images/products/52904.jpg?width=400&404=product.png
Via Camerelle Eau de Parfum,Carthusia,"[{""id"": 172, ""nama"": ""lemon""}, {""id"": 609, ""nama"": ""bitter orange""}, {""id"": 516, ""nama"": ""marine notes""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 218, ""nama"": ""cedarwood""}]",https://static.luckyscent.com/images/products/52905.jpg?width=400&404=product.png
Carthusia Uomo Eau de Parfum,Carthusia,"[{""id"": 480, ""nama"": ""citrus""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 2955, ""nama"": ""kelp""}, {""id"": 1805, ""nama"": ""cashmere""}, {""id"": 2956, ""nama"": ""notes of sea air and essences of fruit""}]",https://static.luckyscent.com/images/products/52907.jpg?width=400&404=product.png
Numero Uno Eau de Parfum,Carthusia,"[{""id"": 35, ""nama"": ""bergamot""}, {""id"": 2957, ""nama"": ""sicilian orange""}, {""id"": 3, ""nama"": ""lavender""}, {""id"": 477, ""nama"": ""thyme""}, {""id"": 105, ""nama"": ""eucalyptus""}, {""id"": 27, ""nama"": ""violet""}, {""id"": 15, ""nama"": ""ylang-ylang""}, {""id"": 21, ""nama"": ""patchouli""}, {""id"": 18, ""nama"": ""vetiver""}, {""id"": 2958, ""nama"": ""myrrh and white musk""}]",https://static.luckyscent.com/images/products/52908.jpg?width=400&404=product.png
Corallium Eau de Parfum,Carthusia,"[{""id"": 2954, ""nama"": ""bay laurel""}, {""id"": 10, ""nama"": ""myrrh""}, {""id"": 23, ""nama"": ""tangerine""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 376, ""nama"": ""patchouly""}, {""id"": 153, ""nama"": ""cedar""}, {""id"": 113, ""nama"": ""sage""}, {""id"": 2, ""nama"": ""musk""}, {""id"": 2959, ""nama"": ""sedum""}]",https://static.luckyscent.com/images/products/52909.jpg?width=400&404=product.png
1681 Eau de Parfum,Carthusia,"[{""id"": 23, ""nama"": ""tangerine""}, {""id"": 35, ""nama"": ""bergamot""}, {""id"": 14, ""nama"": ""coriander""}, {""id"": 477, ""nama"": ""thyme""}, {""id"": 164, ""nama"": ""rosemary""}, {""id"": 122, ""nama"": ""iris""}, {""id"": 39, ""nama"": ""neroli""}, {""id"": 3, ""nama"": ""lavender""}, {""id"": 329, ""nama"": ""petitgrain""}, {""id"": 58, ""nama"": ""black pepper""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 218, ""nama"": ""cedarwood""}, {""id"": 9, ""nama"": ""frankincense""}, {""id"": 264, ""nama"": ""ambergris""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/52911.jpg?width=400&404=product.png
Craft Eau De Parfum,Andrea Maack Parfums,"[{""id"": 192, ""nama"": ""aldehydes""}, {""id"": 54, ""nama"": ""elemi""}, {""id"": 2960, ""nama"": ""cold metal""}, {""id"": 2961, ""nama"": ""ice""}, {""id"": 614, ""nama"": ""cedar wood""}, {""id"": 21, ""nama"": ""patchouli""}]",https://static.luckyscent.com/images/products/52800.jpg?width=400&404=product.png
Smart Eau de Parfum,Andrea Maack Parfums,"[{""id"": 404, ""nama"": ""violet leaf""}, {""id"": 8, ""nama"": ""jasmine""}, {""id"": 32, ""nama"": ""sandalwood""}, {""id"": 30, ""nama"": ""vanilla""}, {""id"": 149, ""nama"": ""white musk""}, {""id"": 2962, ""nama"": ""buckskin""}]",https://static.luckyscent.com/images/products/52802.jpg?width=400&404=product.png
XJ Richwood Eau de Parfum,Xerjoff,"[{""id"": 1229, ""nama"": ""mysore sandalwood""}, {""id"": 677, ""nama"": ""citrus accord""}, {""id"": 91, ""nama"": ""rose""}, {""id"": 21, ""nama"": ""patchouli""}]",https://static.luckyscent.com/images/products/51114.jpg?width=400&404=product.png
XJ Homme Eau de Parfum,Xerjoff,"[{""id"": 2963, ""nama"": ""mediterranean citrus""}, {""id"": 109, ""nama"": ""spices""}, {""id"": 26, ""nama"": ""leather""}, {""id"": 84, ""nama"": ""clove""}, {""id"": 3, ""nama"": ""lavender""}, {""id"": 2964, ""nama"": ""lysilang""}, {""id"": 466, ""nama"": ""woods""}, {""id"": 18, ""nama"": ""vetiver""}]",https://static.luckyscent.com/images/products/51115.jpg?width=400&404=product.png
XJ Irisss Eau de Parfum,Xerjoff,"[{""id"": 658, ""nama"": ""iris butter""}, {""id"": 699, ""nama"": ""carrot seed""}, {""id"": 251, ""nama"": ""rose absolute""}, {""id"": 15, ""nama"": ""ylang-ylang""}, {""id"": 2965, ""nama"": ""rare woods""}, {""id"": 78, ""nama"": ""incense""}, {""id"": 2, ""nama"": ""musk""}]",https://static.luckyscent.com/images/products/51112.jpg?width=400&404=product.png
